"V1","V2","V3","V4","V5","V6","V7","V8"
0,1,0,1,-18.4308522136801,22.4308522136801,-18.3037660753155,22.3037660753155
0,508,0,508,19.5889761428229,22.4110238571771,19.4251025730647,21.5748974269353
0,509,0,509,-3.39156127347746,34.3915612734775,-3.23065988195509,33.2306598819551
0,510,0,510,-19.3945084742865,42.3945084742865,-19.2787070697242,41.2787070697242
0,510,0,510,18.1096202222409,32.8903797777591,18.0558812044578,31.9441187955422
0,511,0,511,4.90126331110836,19.0987366888916,4.82116189068959,18.1788381093104
0,511,0,511,-15.5503487968044,20.5503487968044,-15.57661933583,19.57661933583
0,511,0,511,15.5685350240075,50.4314649759925,15.5700645894913,49.4299354105087
0,506,0,506,3.05626296742428,95.9437370325757,3.11213759931301,94.887862400687
0,509,0,509,-18.1279679325273,135.127967932527,-18.000519429756,134.000519429756
